卡ID	卡名	角色名	稀有度	类型	总段数	挂载方式	各段Story ID
30005	[力]伏特加	ウオッカ	3	1	3	card+chara_shared	S0:801008001,801008002,801008003 | S1:830005001 | S2:830005002 | S3:830005003
30006	[根]草上飞	グラスワンダー	3	1	3	card+chara_shared	S0:801011001,801011002,801011003 | S1:830006001 | S2:830006002 | S3:830006003
30007	[力]神鹰	エルコンドルパサー	3	1	3	card+chara_shared	S0:801014001,801014002,801014003 | S1:830007001 | S2:830007002 | S3:830007003
30008	[耐]青云天空	セイウンスカイ	3	1	3	card+chara_shared	S0:801020001,801020002,801020003 | S1:830008001 | S2:830008002 | S3:830008003
30009	[耐]玉藻十字	タマモクロス	3	1	3	card+chara_shared	S0:801021001,801021002,801021003 | S1:830009001 | S2:830009002 | S3:830009003
30010	[智]美妙姿势	ファインモーション	3	1	3	card+chara_shared	S0:801022001,801022002,801022003 | S1:830010001 | S2:830010002 | S3:830010003
30011	[根]艾尼斯风神	アイネスフウジン	3	1	3	card+chara_shared	S0:801031001,801031002,801031003 | S1:830011001 | S2:830011002 | S3:830011003
30012	[根]胜利奖券	ウイニングチケット	3	1	3	card+chara_shared	S0:801035001,801035002,801035003 | S1:830012001 | S2:830012002 | S3:830012003
30013	[智]空中神宫	エアシャカール	3	1	3	card+chara_shared	S0:801036001,801036002,801036003 | S1:830013001 | S2:830013002 | S3:830013003
30014	[速]黄金城市	ゴールドシチー	3	1	3	card+chara_shared	S0:801040001,801040002,801040003 | S1:830014001 | S2:830014002 | S3:830014003
30015	[速]樱花进王	サクラバクシンオー	3	1	3	card+chara_shared	S0:801041001,801041002,801041003 | S1:830015001 | S2:830015002 | S3:830015003
30016	[耐]超级溪流	スーパークリーク	3	1	3	card+chara_shared	S0:801045001,801045002,801045003 | S1:830016001 | S2:830016002 | S3:830016003
30017	[力]醒目飞鹰	スマートファルコン	3	1	3	card+chara_shared	S0:801046001,801046002,801046003 | S1:830017001 | S2:830017002 | S3:830017003
30018	[速]西野花	ニシノフラワー	3	1	3	card+chara_shared	S0:801051001,801051002,801051003 | S1:830018001 | S2:830018002 | S3:830018003
30019	[根]春丽	ハルウララ	3	1	3	card+chara_shared	S0:801052001,801052002,801052003 | S1:830019001 | S2:830019002 | S3:830019003
30020	[速]微光飞驹	ビコーペガサス	3	1	3	card+chara_shared	S0:801054001,801054002,801054003 | S1:830020001 | S2:830020002 | S3:830020003
30021	[友]骏川手纲	駿川たづな	3	0	5	chara_shared	S0:400006114,400006115,400006124,809001001,809001002,809001003,809001004,809001009,809001010,809001011 | S1:809001005 | S2:809001006 | S3:809001007 | S4:809001008 | S5:830021001
30022	[耐]目白麦昆	メジロマックイーン	3	1	3	card+chara_shared	S0:801013001,801013002,801013003 | S1:830022001 | S2:830022002 | S3:830022003
30023	[耐] 米浴	ライスシャワー	3	1	3	card+chara_shared	S0:801030001,801030002,801030003 | S1:830023001 | S2:830023002 | S3:830023003
30024	[力]小栗帽	オグリキャップ	3	1	3	card+chara_shared	S0:801006001,801006002,801006003 | S1:830024001 | S2:830024002 | S3:830024003
30025	[速]特别周	スペシャルウィーク	3	1	3	card+chara_shared	S0:801001001,801001002,801001003 | S1:830025001 | S2:830025002 | S3:830025003
30026	[速]双涡轮	ツインターボ	3	1	3	card+chara_shared	S0:801066001,801066002,801066003 | S1:830026001 | S2:830026002 | S3:830026003
30027	[根]目白善信	メジロパーマー	3	1	3	card+chara_shared	S0:801064001,801064002,801064003 | S1:830027001 | S2:830027002 | S3:830027003
30028	[速]北部玄驹	キタサンブラック	3	1	3	card+chara_shared	S0:801068001,801068002,801068003 | S1:830028001 | S2:830028002 | S3:830028003
30029	[耐]里见光钻	サトノダイヤモンド	3	1	3	card+chara_shared	S0:801067001,801067002,801067003 | S1:830029001 | S2:830029002 | S3:830029003
30030	[根]待兼诗歌剧	マチカネタンホイザ	3	1	3	card+chara_shared	S0:801062001,801062002,801062003 | S1:830030001 | S2:830030002 | S3:830030003
30031	[智]雪之美人	ユキノビジン	3	1	3	card+chara_shared	S0:801029001,801029002,801029003 | S1:830031001 | S2:830031002 | S3:830031003
30032	[力]八重无敌	ヤエノムテキ	3	1	3	card+chara_shared	S0:801072001,801072002,801072003 | S1:830032001 | S2:830032002 | S3:830032003
30033	[力]胜利奖券	ウイニングチケット	3	1	3	card+chara_shared	S0:801035001,801035002,801035003 | S1:830033001 | S2:830033002 | S3:830033003
30034	[力]米浴	ライスシャワー	3	1	3	card+chara_shared	S0:801030001,801030002,801030003 | S1:830034001 | S2:830034002 | S3:830034003
30036	[友]樫本理子	樫本理子	3	0	5	chara_shared	S0:400006114,400006115,400006124,809006001,809006002,809006003,809006004,809006009,809006010,809006011 | S1:809006005 | S2:809006006 | S3:809006007 | S4:809006008 | S5:830036001
30037	[根]鲁道夫象征	シンボリルドルフ	3	1	3	card+chara_shared	S0:801017001,801017002,801017003 | S1:830037001 | S2:830037002 | S3:830037003
30038	[耐]樱花千代王	サクラチヨノオー	3	1	3	card+chara_shared	S0:801069001,801069002,801069003 | S1:830038001 | S2:830038002 | S3:830038003
30039	[速]川上公主	カワカミプリンセス	3	1	3	card+chara_shared	S0:801039001,801039002,801039003 | S1:830039001 | S2:830039002 | S3:830039003
30040	[根]菱曙	ヒシアケボノ	3	1	3	card+chara_shared	S0:801028001,801028002,801028003 | S1:830040001 | S2:830040002 | S3:830040003
30041	[智]目白多伯	メジロドーベル	3	1	3	card+chara_shared	S0:801059001,801059002,801059003 | S1:830041001 | S2:830041002 | S3:830041003
30042	[力]青竹回忆	バンブーメモリー	3	1	3	card+chara_shared	S0:801053001,801053002,801053003 | S1:830042001 | S2:830042002 | S3:830042003
30043	[耐]中山庆典	ナカヤマフェスタ	3	1	3	card+chara_shared	S0:801049001,801049002,801049003 | S1:830043001 | S2:830043002 | S3:830043003,830043004
30044	[速]成田白仁	ナリタブライアン	3	1	3	card+chara_shared	S0:801016001,801016002,801016003 | S1:830044001 | S2:830044002 | S3:830044003
30045	[速]东商变革	スイープトウショウ	3	1	3	card+chara_shared	S0:801044001,801044002,801044003 | S1:830045001 | S2:830045002 | S3:830045003
30046	[耐]胜利奖券	ウイニングチケット	3	1	3	card+chara_shared	S0:801035001,801035002,801035003 | S1:830046001 | S2:830046002 | S3:830046003
30047	[力]大和赤骥	ダイワスカーレット	3	1	3	card+chara_shared	S0:801009001,801009002,801009003 | S1:830047001 | S2:830047002 | S3:830047003
30048	[根]目白赖恩	メジロライアン	3	1	3	card+chara_shared	S0:801027001,801027002,801027003 | S1:830048001 | S2:830048002 | S3:830048003
30052	[友]轻柔致意	ライトハロー	3	0	5	chara_shared	S0:400006114,400006115,400006124,809008001,809008002,809008003,809008004,809008009,809008010,809008011 | S1:809008005 | S2:809008006 | S3:809008007 | S4:809008008 | S5:830052001
30053	[速]大树快车	タイキシャトル	3	1	3	card+chara_shared	S0:801010001,801010002,801010003 | S1:830053001 | S2:830053002 | S3:830053003
30054	[智]优秀素质	ナイスネイチャ	3	1	3	card+chara_shared	S0:801060001,801060002,801060003 | S1:830054001 | S2:830054002 | S3:830054003
30055	[智]青云天空	セイウンスカイ	3	1	3	card+chara_shared	S0:801020001,801020002,801020003 | S1:830055001 | S2:830055002 | S3:830055003
30056	[力]圣王光环	キングヘイロー	3	1	3	card+chara_shared	S0:801061001,801061002,801061003 | S1:830056001 | S2:830056002 | S3:830056003
30057	[速]黄金船	ゴールドシップ	3	1	3	card+chara_shared	S0:801007001,801007002,801007003 | S1:830057001 | S2:830057002 | S3:830057003
30058	[力]东海帝王	トウカイテイオー	3	1	3	card+chara_shared	S0:801003001,801003002,801003003 | S1:830058001 | S2:830058002 | S3:830058003
30059	[耐]美浦波旁	ミホノブルボン	3	1	3	card+chara_shared	S0:801026001,801026002,801026003 | S1:830059001 | S2:830059002 | S3:830059003
30060	[根]双涡轮	ツインターボ	3	1	3	card+chara_shared	S0:801066001,801066002,801066003 | S1:830060001 | S2:830060002 | S3:830060003
30061	[智]琵琶晨光	ビワハヤヒデ	3	1	3	card+chara_shared	S0:801023001,801023002,801023003 | S1:830061001 | S2:830061002 | S3:830061003
30062	[耐]无声铃鹿	サイレンススズカ	3	1	3	card+chara_shared	S0:801002001,801002002,801002003 | S1:830062001 | S2:830062002 | S3:830062003
30063	[根]生野狄杜斯	イクノディクタス	3	1	3	card+chara_shared	S0:801063001,801063002,801063003 | S1:830063001 | S2:830063002 | S3:830063003
30064	[力]玉藻十字	タマモクロス	3	1	3	card+chara_shared	S0:801021001,801021002,801021003 | S1:830064001 | S2:830064002 | S3:830064003
30065	[速]荒漠英雄	ゼンノロブロイ	3	1	3	card+chara_shared	S0:801047001,801047002,801047003 | S1:830065001 | S2:830065002 | S3:830065003
30066	[智]美浦波旁	ミホノブルボン	3	1	3	card+chara_shared	S0:801026001,801026002,801026003 | S1:830066001 | S2:830066002 | S3:830066003
30067	[团]聚集于宝座的人们	シンボリルドルフ	3	1	2	card+chara_shared	S0:400006114,400006116,830067001,830067002,830067002,830067003,830067003,830067004,830067030,830067031,830067032,801017001,801017002,801017003 | S1:830067005,830067006,830067007,830067020 | S2:830067021
30068	[智]真机伶	カレンチャン	3	1	3	card+chara_shared	S0:801038001,801038002,801038003 | S1:830068001 | S2:830068002 | S3:830068003
30069	[耐]成田白仁	ナリタブライアン	3	1	3	card+chara_shared	S0:801016001,801016002,801016003 | S1:830069001 | S2:830069002 | S3:830069003
30070	[根]雪之美人	ユキノビジン	3	1	3	card+chara_shared	S0:801029001,801029002,801029003 | S1:830070001 | S2:830070002 | S3:830070003
30071	[力]大拓太阳神	ダイタクヘリオス	3	1	3	card+chara_shared	S0:801065001,801065002,801065003 | S1:830071001 | S2:830071002 | S3:830071003
30072	[速]摩耶重炮	マヤノトップガン	3	1	3	card+chara_shared	S0:801024001,801024002,801024003 | S1:830072001 | S2:830072002 | S3:830072003
30073	[智]成田大进	ナリタタイシン	3	1	3	card+chara_shared	S0:801050001,801050002,801050003 | S1:830073001 | S2:830073002 | S3:830073003
30074	[力]美丽周日	マーベラスサンデー	3	1	3	card+chara_shared	S0:801055001,801055002,801055003 | S1:830074001 | S2:830074002 | S3:830074003
30075	[耐]曼城茶座	マンハッタンカフェ	3	1	3	card+chara_shared	S0:801025001,801025002,801025003 | S1:830075001 | S2:830075002 | S3:830075003
30076	[速]无声铃鹿	サイレンススズカ	3	1	3	card+chara_shared	S0:801002001,801002002,801002003 | S1:830076001 | S2:830076002 | S3:830076003
30077	[力]爱慕织姬	アドマイヤベガ	3	1	3	card+chara_shared	S0:801033001,801033002,801033003 | S1:830077001 | S2:830077002 | S3:830077003
30078	[速]待兼福来	マチカネフクキタル	3	1	3	card+chara_shared	S0:801056001,801056002,801056003 | S1:830078001 | S2:830078002 | S3:830078003
30079	[耐]名将怒涛	メイショウドトウ	3	1	3	card+chara_shared	S0:801058001,801058002,801058003 | S1:830079001 | S2:830079002 | S3:830079003
30080	[友]安心泽刺刺美	安心沢刺々美	3	0	3	chara_shared	S0:400006114,400006115,400006123,400006124,809005001,809005002,809005003,809005004,809005009,809005010,809005011,809005012 | S1:809005005 | S2:809005006 | S3:830080001
30081	[团]团队＜天狼星＞	スペシャルウィーク	3	0	1	card+chara_shared	S0:400006114,400006116,830081001,830081002,830081002,830081003,830081003,830081004,830081021,830081022,830081023,801001001,801001002,801001003 | S1:830081005,830081006,830081007,830081008,830081009,830081010,830081020
30082	[智]西野花	ニシノフラワー	3	1	3	card+chara_shared	S0:801051001,801051002,801051003 | S1:830082001 | S2:830082002 | S3:830082003
30083	[根]樱花进王	サクラバクシンオー	3	1	3	card+chara_shared	S0:801041001,801041002,801041003 | S1:830083001 | S2:830083002 | S3:830083003
30084	[速]东瀛佐敦	トーセンジョーダン	3	1	3	card+chara_shared	S0:801048001,801048002,801048003 | S1:830084001 | S2:830084002 | S3:830084003
30085	[力]爱丽数码	アグネスデジタル	3	1	3	card+chara_shared	S0:801019001,801019002,801019003 | S1:830085001 | S2:830085002 | S3:830085003
30086	[速]成田路	ナリタトップロード	3	1	3	card+chara_shared	S0:801077001,801077002,801077003 | S1:830086001 | S2:830086002 | S3:830086003
30087	[耐]目白光明	メジロブライト	3	1	3	card+chara_shared	S0:801074001,801074002,801074003 | S1:830087001 | S2:830087002 | S3:830087003
30088	[智]里见光钻	サトノダイヤモンド	3	1	3	card+chara_shared	S0:801067001,801067002,801067003 | S1:830088001 | S2:830088002 | S3:830088003
30089	[根]美丽周日	マーベラスサンデー	3	1	3	card+chara_shared	S0:801055001,801055002,801055003 | S1:830089001 | S2:830089002 | S3:830089003
30090	[耐]鲁道夫象征	シンボリルドルフ	3	1	3	card+chara_shared	S0:801017001,801017002,801017003 | S1:830090001 | S2:830090002 | S3:830090003
30091	[智]天狼星象征	シリウスシンボリ	3	1	3	card+chara_shared	S0:801070001,801070002,801070003 | S1:830091001 | S2:830091002 | S3:830091003
30092	[速]空中神宫	エアシャカール	3	1	3	card+chara_shared	S0:801036001,801036002,801036003 | S1:830092001 | S2:830092002 | S3:830092003
30093	[力]大和赤骥	ダイワスカーレット	3	1	3	card+chara_shared	S0:801009001,801009002,801009003 | S1:830093001 | S2:830093002 | S3:830093003
30094	[根]青竹回忆	バンブーメモリー	3	1	3	card+chara_shared	S0:801053001,801053002,801053003 | S1:830094001 | S2:830094002 | S3:830094003
30095	[速]采珠	シーキングザパール	3	1	3	card+chara_shared	S0:801042001,801042002,801042003 | S1:830095001 | S2:830095002 | S3:830095003
30096	[力]川上公主	カワカミプリンセス	3	1	3	card+chara_shared	S0:801039001,801039002,801039003 | S1:830096001 | S2:830096002 | S3:830096003
30097	[智]千明代表	ミスターシービー	3	1	3	card+chara_shared	S0:801057001,801057002,801057003 | S1:830097001 | S2:830097002 | S3:830097003
30098	[力]春丽	ハルウララ	3	1	3	card+chara_shared	S0:801052001,801052002,801052003 | S1:830098001 | S2:830098002 | S3:830098003
30099	[耐]生野狄杜斯	イクノディクタス	3	1	3	card+chara_shared	S0:801063001,801063002,801063003 | S1:830099001 | S2:830099002 | S3:830099003
30100	[智]米浴	ライスシャワー	3	1	3	card+chara_shared	S0:801030001,801030002,801030003 | S1:830100001 | S2:830100002 | S3:830100003
30101	[速]爱丽速子	アグネスタキオン	3	1	3	card+chara_shared	S0:801032001,801032002,801032003 | S1:830101001 | S2:830101002 | S3:830101003
30102	[根]神鹰	エルコンドルパサー	3	1	3	card+chara_shared	S0:801014001,801014002,801014003 | S1:830102001 | S2:830102002 | S3:830102003
30103	[智]待兼诗歌剧	マチカネタンホイザ	3	1	3	card+chara_shared	S0:801062001,801062002,801062003 | S1:830103001 | S2:830103002 | S3:830103003
30104	[耐]荒漠英雄	ゼンノロブロイ	3	1	3	card+chara_shared	S0:801047001,801047002,801047003 | S1:830104001 | S2:830104002 | S3:830104003
30105	[根]特别周	スペシャルウィーク	3	1	3	card+chara_shared	S0:801001001,801001002,801001003 | S1:830105001 | S2:830105002 | S3:830105003
30106	[力]气槽	エアグルーヴ	3	1	3	card+chara_shared	S0:801018001,801018002,801018003 | S1:830106001 | S2:830106002 | S3:830106003
30107	[速]丸善斯基	マルゼンスキー	3	1	3	card+chara_shared	S0:801004001,801004002,801004003 | S1:830107001 | S2:830107002 | S3:830107003
30108	[智]中山庆典	ナカヤマフェスタ	3	1	3	card+chara_shared	S0:801049001,801049002,801049003 | S1:830108001 | S2:830108002 | S3:830108003,830108004
30109	[根]樱花千代王	サクラチヨノオー	3	1	3	card+chara_shared	S0:801069001,801069002,801069003 | S1:830109001 | S2:830109002 | S3:830109003
30110	[耐]曼城茶座	マンハッタンカフェ	3	1	3	card+chara_shared	S0:801025001,801025002,801025003 | S1:830110001 | S2:830110002 | S3:830110003
30111	[智]东海帝王	トウカイテイオー	3	1	3	card+chara_shared	S0:801003001,801003002,801003003 | S1:830111001 | S2:830111002 | S3:830111003
30112	[根]双涡轮	ツインターボ	3	1	3	card+chara_shared	S0:801066001,801066002,801066003 | S1:830112001 | S2:830112002 | S3:830112003
30113	[耐]琵琶晨光	ビワハヤヒデ	3	1	3	card+chara_shared	S0:801023001,801023002,801023003 | S1:830113001 | S2:830113002 | S3:830113003
30114	[力]第一红宝石	ダイイチルビー	3	1	3	card+chara_shared	S0:801085001,801085002,801085003 | S1:830114001 | S2:830114002 | S3:830114003
30115	[耐]目白善信	メジロパーマー	3	1	3	card+chara_shared	S0:801064001,801064002,801064003 | S1:830115001 | S2:830115002 | S3:830115003
30116	[速]大拓太阳神	ダイタクヘリオス	3	1	3	card+chara_shared	S0:801065001,801065002,801065003 | S1:830116001 | S2:830116002 | S3:830116003
30117	[根]新光风	シンコウウインディ	3	1	3	card+chara_shared	S0:801043001,801043002,801043003 | S1:830117001 | S2:830117002 | S3:830117003
30118	[耐]吉兆	シンボリクリスエス	3	1	3	card+chara_shared	S0:801083001,801083002,801083003 | S1:830118001 | S2:830118002 | S3:830118003
30119	[速]目白阿尔丹	メジロアルダン	3	1	3	card+chara_shared	S0:801071001,801071002,801071003 | S1:830119001 | S2:830119002 | S3:830119003
30120	[根]八重无敌	ヤエノムテキ	3	1	3	card+chara_shared	S0:801072001,801072002,801072003 | S1:830120001 | S2:830120002 | S3:830120003
30121	[速]美浦波旁	ミホノブルボン	3	1	3	card+chara_shared	S0:801026001,801026002,801026003 | S1:830121001 | S2:830121002 | S3:830121003
30122	[速]荣进闪耀	エイシンフラッシュ	3	1	3	card+chara_shared	S0:801037001,801037002,801037003 | S1:830122001 | S2:830122002 | S3:830122003
30123	[力]成田白仁	ナリタブライアン	3	1	3	card+chara_shared	S0:801016001,801016002,801016003 | S1:830123001 | S2:830123002 | S3:830123003
30124	[智]气槽	エアグルーヴ	3	1	3	card+chara_shared	S0:801018001,801018002,801018003 | S1:830124001 | S2:830124002 | S3:830124003
30125	[耐]樱花桂冠	サクラローレル	3	1	3	card+chara_shared	S0:801076001,801076002,801076003 | S1:830125001 | S2:830125002 | S3:830125003
30126	[根]也文摄辉	ヤマニンゼファー	3	1	3	card+chara_shared	S0:801078001,801078002,801078003 | S1:830126001 | S2:830126002 | S3:830126003
30127	[耐]特别周	スペシャルウィーク	3	1	3	card+chara_shared	S0:801001001,801001002,801001003 | S1:830127001 | S2:830127002 | S3:830127003
30128	[智]东商变革	スイープトウショウ	3	1	3	card+chara_shared	S0:801044001,801044002,801044003 | S1:830128001 | S2:830128002 | S3:830128003
30129	[力]草上飞	グラスワンダー	3	1	3	card+chara_shared	S0:801011001,801011002,801011003 | S1:830129001 | S2:830129002 | S3:830129003
30130	[根]凯斯奇迹	ケイエスミラクル	3	1	3	card+chara_shared	S0:801093001,801093002,801093003 | S1:830130001 | S2:830130002 | S3:830130003
30131	[速]美丽周日	マーベラスサンデー	3	1	3	card+chara_shared	S0:801055001,801055002,801055003 | S1:830131001 | S2:830131002 | S3:830131003
30132	[力]微光飞驹	ビコーペガサス	3	1	3	card+chara_shared	S0:801054001,801054002,801054003 | S1:830132001 | S2:830132002 | S3:830132003
30133	[智]菱曙	ヒシアケボノ	3	1	3	card+chara_shared	S0:801028001,801028002,801028003 | S1:830133001 | S2:830133002 | S3:830133003
30134	[智]目白高峰	メジロラモーヌ	3	1	3	card+chara_shared	S0:801086001,801086002,801086003 | S1:830134001 | S2:830134002 | S3:830134003
30135	[速]葛城王牌	カツラギエース	3	1	3	card+chara_shared	S0:801104001,801104002,801104003 | S1:830135001 | S2:830135002 | S3:830135003
30136	[根]吉兆	シンボリクリスエス	3	1	3	card+chara_shared	S0:801083001,801083002,801083003 | S1:830136001 | S2:830136002 | S3:830136003
30137	[团]作为先祖的引导者们	ダーレーアラビアン	3	1	2	card_direct	S0:400006114,400006116,809040001,809040002,809041001,809041002,809042001,809042002,830137001,830137002,830137002,830137003,830137003,830137004,830137030,830137031,830137032 | S1:830137005,830137006,830137007,830137020 | S2:830137021
30138	[力]优秀素质	ナイスネイチャ	3	1	3	card+chara_shared	S0:801060001,801060002,801060003 | S1:830138001 | S2:830138002 | S3:830138003
30139	[耐]目白麦昆	メジロマックイーン	3	1	3	card+chara_shared	S0:801013001,801013002,801013003 | S1:830139001 | S2:830139002 | S3:830139003
30140	[速]东海帝王	トウカイテイオー	3	1	3	card+chara_shared	S0:801003001,801003002,801003003 | S1:830140001 | S2:830140002 | S3:830140003
30141	[智]美浦波旁	ミホノブルボン	3	1	3	card+chara_shared	S0:801026001,801026002,801026003 | S1:830141001 | S2:830141002 | S3:830141003
30142	[耐]樱花桂冠	サクラローレル	3	1	3	card+chara_shared	S0:801076001,801076002,801076003 | S1:830142001 | S2:830142002 | S3:830142003
30143	[力]生野狄杜斯	イクノディクタス	3	1	3	card+chara_shared	S0:801063001,801063002,801063003 | S1:830143001 | S2:830143002 | S3:830143003
30145	[力]谷野美酒	タニノギムレット	3	1	3	card+chara_shared	S0:801084001,801084002,801084003 | S1:830145001 | S2:830145002 | S3:830145003
30146	[智]小栗帽	オグリキャップ	3	1	3	card+chara_shared	S0:801006001,801006002,801006003 | S1:830146001 | S2:830146002 | S3:830146003
30147	[速]森林宝穴	ジャングルポケット	3	1	3	card+chara_shared	S0:801094001,801094002,801094003 | S1:830147001 | S2:830147002 | S3:830147003
30148	[根]大和赤骥	ダイワスカーレット	3	1	3	card+chara_shared	S0:801009001,801009002,801009003 | S1:830148001 | S2:830148002 | S3:830148003
30149	[智]真弓快车	アストンマーチャン	3	1	3	card+chara_shared	S0:801087001,801087002,801087003 | S1:830149001 | S2:830149002 | S3:830149003
30150	[耐]伏特加	ウオッカ	3	1	3	card+chara_shared	S0:801008001,801008002,801008003 | S1:830150001 | S2:830150002 | S3:830150003
30151	[力]摩耶重炮	マヤノトップガン	3	1	3	card+chara_shared	S0:801024001,801024002,801024003 | S1:830151001 | S2:830151002 | S3:830151003
30152	[智]好歌剧	テイエムオペラオー	3	1	3	card+chara_shared	S0:801015001,801015002,801015003 | S1:830152001 | S2:830152002 | S3:830152003
30153	[根]黄金城市	ゴールドシチー	3	1	3	card+chara_shared	S0:801040001,801040002,801040003 | S1:830153001 | S2:830153002 | S3:830153003
30154	[速]目白善信	メジロパーマー	3	1	3	card+chara_shared	S0:801064001,801064002,801064003 | S1:830154001 | S2:830154002 | S3:830154003
30155	[智]大拓太阳神	ダイタクヘリオス	3	1	3	card+chara_shared	S0:801065001,801065002,801065003 | S1:830155001 | S2:830155002 | S3:830155003
30156	[力]奇锐骏	ワンダーアキュート	3	1	3	card+chara_shared	S0:801100001,801100002,801100003 | S1:830156001 | S2:830156002 | S3:830156003
30157	[智]曼城茶座	マンハッタンカフェ	3	1	3	card+chara_shared	S0:801025001,801025002,801025003 | S1:830157001 | S2:830157002 | S3:830157003
30158	[根]森林宝穴	ジャングルポケット	3	1	3	card+chara_shared	S0:801094001,801094002,801094003 | S1:830158001 | S2:830158002 | S3:830158003
30159	[速]气槽	エアグルーヴ	3	1	3	card+chara_shared	S0:801018001,801018002,801018003 | S1:830159001 | S2:830159002 | S3:830159003
30160	[友]佐岳五月	佐岳メイ	3	0	5	chara_shared	S0:400006114,400006115,400006124,809043001,809043002,809043003,809043004,809043009,809043010,809043011 | S1:809043005 | S2:809043006 | S3:809043007 | S4:809043008 | S5:830160001
30161	[速]神鹰	エルコンドルパサー	3	1	3	card+chara_shared	S0:801014001,801014002,801014003 | S1:830161001 | S2:830161002 | S3:830161003
30162	[耐]爱慕织姬	アドマイヤベガ	3	1	3	card+chara_shared	S0:801033001,801033002,801033003 | S1:830162001 | S2:830162002 | S3:830162003
30163	[智]中山庆典	ナカヤマフェスタ	3	1	3	card+chara_shared	S0:801049001,801049002,801049003 | S1:830163001 | S2:830163002 | S3:830163003
30164	[力]菱亚马逊	ヒシアマゾン	3	1	3	card+chara_shared	S0:801012001,801012002,801012003 | S1:830164001 | S2:830164002 | S3:830164003
30165	[耐]谷野美酒	タニノギムレット	3	1	3	card+chara_shared	S0:801084001,801084002,801084003 | S1:830165001 | S2:830165002 | S3:830165003
30166	[根]跳舞城	タップダンスシチー	3	1	3	card+chara_shared	S0:801107001,801107002 | S1:830166001 | S2:830166002 | S3:830166003
30167	[速]美妙姿势	ファインモーション	3	1	3	card+chara_shared	S0:801022001,801022002,801022003 | S1:830167001 | S2:830167002 | S3:830167003
30168	[速]黄金船	ゴールドシップ	3	1	3	card+chara_shared	S0:801007001,801007002,801007003 | S1:830168001 | S2:830168002 | S3:830168003
30169	[力]鹤丸刚志	ツルマルツヨシ	3	1	3	card+chara_shared	S0:801073001,801073002,801073003 | S1:830169001 | S2:830169002 | S3:830169003
30170	[根]圣王光环	キングヘイロー	3	1	3	card+chara_shared	S0:801061001,801061002,801061003 | S1:830170001 | S2:830170002 | S3:830170003
30171	[力]春丽	ハルウララ	3	1	3	card+chara_shared	S0:801052001,801052002,801052003 | S1:830171001 | S2:830171002 | S3:830171003
30172	[智]目白麦昆	メジロマックイーン	3	1	3	card+chara_shared	S0:801013001,801013002,801013003 | S1:830172001 | S2:830172002 | S3:830172003
30173	[耐]万籁争鸣	サウンズオブアース	3	1	3	card+chara_shared	S0:801102001,801102002 | S1:830173001 | S2:830173002 | S3:830173003
30174	[速]目白多伯	メジロドーベル	3	1	3	card+chara_shared	S0:801059001,801059002,801059003 | S1:830174001 | S2:830174002 | S3:830174003
30175	[力]目白高峰	メジロラモーヌ	3	1	3	card+chara_shared	S0:801086001,801086002,801086003 | S1:830175001 | S2:830175002 | S3:830175003
30176	[根]目白赖恩	メジロライアン	3	1	3	card+chara_shared	S0:801027001,801027002,801027003 | S1:830176001 | S2:830176002 | S3:830176003
30177	[根]强击	ヴィブロス	3	1	3	card+chara_shared	S0:801091001,801091002 | S1:830177001 | S2:830177002 | S3:830177003
30178	[速]大鸣大放	ドゥラメンテ	3	1	3	card+chara_shared	S0:801108001,801108002 | S1:830178001 | S2:830178002 | S3:830178003
30179	[智]里见光钻	サトノダイヤモンド	3	1	3	card+chara_shared	S0:801067001,801067002,801067003 | S1:830179001 | S2:830179002 | S3:830179003
30180	[团]留下印记的人们	キタサンブラック	3	1	2	card+chara_shared	S0:400006114,400006116,830180001,830180002,830180002,830180003,830180003,830180004,830180030,830180031,830180032,801068001,801068002,801068003 | S1:830180005,830180006,830180007,830180020 | S2:830180021
30181	[耐]双涡轮	ツインターボ	3	1	3	card+chara_shared	S0:801066001,801066002,801066003 | S1:830181001 | S2:830181002 | S3:830181003
30182	[耐]北港火山	ホッコータルマエ	3	1	3	card+chara_shared	S0:801099001,801099002 | S1:830182001 | S2:830182002 | S3:830182003
30183	[力]胜利奖券	ウイニングチケット	3	1	3	card+chara_shared	S0:801035001,801035002,801035003 | S1:830183001 | S2:830183002 | S3:830183003
30184	[速]樱花进王	サクラバクシンオー	3	1	3	card+chara_shared	S0:801041001,801041002,801041003 | S1:830184001 | S2:830184002 | S3:830184003
30185	[智]北方飞翔	ノースフライト	3	1	3	card+chara_shared	S0:801082001,801082002 | S1:830185001 | S2:830185002 | S3:830185003
30186	[速]贵妇人	ジェンティルドンナ	3	1	3	card+chara_shared	S0:801116001,801116002 | S1:830186001 | S2:830186002 | S3:830186003
30187	[根]黄金巨匠	オルフェーヴル	3	1	3	card+chara_shared	S0:801115001,801115002 | S1:830187001 | S2:830187002 | S3:830187003
30188	[友]都留岐凉花	都留岐涼花	3	0	5	chara_shared	S0:400006114,400006115,400006124,809044001,809044002,809044003,809044004,809044009,809044010,809044011 | S1:809044005 | S2:809044006 | S3:809044007 | S4:809044008 | S5:830188001
30189	[根]北部玄驹	キタサンブラック	3	1	3	card+chara_shared	S0:801068001,801068002,801068003 | S1:830189001 | S2:830189002 | S3:830189003
30190	[耐]大鸣大放	ドゥラメンテ	3	1	3	card+chara_shared	S0:801108001,801108002 | S1:830190001 | S2:830190002 | S3:830190003
